4481,4492,11,200.93,114.75,1.32
4480,4487,7,200.27,114.55,1.32
8179,7925,-51,199.54,114.25,1.33
4487,4485,-2,198.89,114.05,1.32
4489,4489,0,198.24,113.86,1.32
4494,4494,0,197.60,113.66,1.31
4493,4491,-2,196.95,113.46,1.31
4495,4491,-4,196.32,113.26,1.30
4487,5892,33,195.68,112.81,1.30
4491,4492,1,195.06,112.61,1.30
5883,5878,-5,194.28,112.17,1.29
4484,4482,-2,193.66,111.97,1.29
6143,4489,-51,192.88,111.78,1.30
4490,4478,-12,192.26,111.58,1.29
6166,6155,-11,191.50,111.13,1.29
4478,6157,33,190.90,110.69,1.29
4485,4497,12,190.30,110.49,1.29
6156,6159,3,189.55,110.06,1.28
4495,4490,-5,188.95,109.86,1.28
4483,4484,1,188.37,109.67,1.27
4493,4488,-5,187.78,109.47,1.27
4491,4495,4,187.20,109.27,1.26
4487,4496,9,186.62,109.07,1.26
5588,5598,10,185.93,108.69,1.25
4497,5746,33,185.36,108.29,1.26
5732,4487,-51,184.66,108.09,1.27
4480,5749,33,184.10,107.70,1.27
5747,5740,-7,183.41,107.31,1.26
5725,4481,-51,182.73,107.12,1.27
5745,4486,-51,182.06,106.92,1.28
5733,4492,-51,181.39,106.73,1.29
5727,5734,7,180.72,106.35,1.29
4491,5747,33,180.18,105.97,1.29
4489,5735,33,179.65,105.59,1.29
5591,5730,33,179.00,105.21,1.29
5742,4483,-51,178.36,105.03,1.30
5739,4493,-51,177.71,104.84,1.31
5729,4478,-51,177.07,104.65,1.32
4488,5745,33,176.56,104.28,1.32
4485,5728,33,176.04,103.92,1.32
4483,5739,33,175.53,103.56,1.32
4494,5743,33,175.02,103.20,1.32
5727,5733,6,174.41,102.84,1.32
5745,4483,-51,173.79,102.66,1.32
4493,5737,33,173.29,102.31,1.32
5735,5727,-8,172.69,101.96,1.32
4485,5743,33,172.19,101.61,1.32
5740,4494,-51,171.60,101.43,1.33
5727,4481,-51,171.00,101.25,1.33
6156,4487,-51,170.40,101.08,1.34
4491,4498,7,169.92,100.90,1.34
4496,4486,-10,169.44,100.72,1.33
4479,4490,11,168.97,100.54,1.33
4479,4485,6,168.50,100.36,1.32
4489,4479,-10,168.03,100.19,1.32
4482,4494,12,167.57,100.01,1.32
4485,4476,-9,167.10,99.83,1.31
4479,4483,4,166.64,99.65,1.31
4492,4492,0,166.18,99.47,1.30
4483,4485,2,165.72,99.29,1.30
4485,4482,-3,165.27,99.11,1.30
4489,4478,-11,164.82,98.93,1.29
4480,4479,-1,164.37,98.76,1.29
4483,4487,4,163.92,98.58,1.28
4487,4488,1,163.47,98.40,1.28
4485,4486,1,163.03,98.22,1.27
4490,4486,-4,162.59,98.04,1.27
4482,4484,2,162.15,97.86,1.27
4487,4490,3,161.71,97.68,1.26
4491,4494,3,161.28,97.50,1.26
5882,5876,-6,160.75,97.18,1.25
4492,4491,-1,160.32,97.00,1.25
4490,4496,6,159.89,96.82,1.25
4494,4493,-1,159.47,96.64,1.24
4890,5865,33,159.00,96.33,1.24
4492,5884,33,158.58,96.02,1.24
4503,5868,33,158.16,95.72,1.24
5877,4479,-51,157.66,95.54,1.25
5890,4485,-51,157.16,95.37,1.26
4491,5875,33,156.74,95.07,1.26
5870,5865,-5,156.25,94.77,1.25
4965,5884,33,155.80,94.47,1.25
5870,4488,-51,155.31,94.30,1.26
4479,5874,33,154.91,94.01,1.26
5884,4493,-51,154.43,93.84,1.27
4482,5872,33,154.03,93.55,1.27
5871,5882,11,153.55,93.25,1.26
5872,4492,-51,153.08,93.09,1.27
5607,5597,-10,152.61,92.81,1.27
5746,4489,-51,152.14,92.65,1.27
4490,4478,-12,151.76,92.48,1.27
4476,4484,8,151.38,92.32,1.26
4484,4477,-7,151.00,92.16,1.26
4487,4477,-10,150.62,92.00,1.26
4475,4484,9,150.24,91.84,1.25
4481,4480,-1,149.87,91.67,1.25
4487,4486,-1,149.49,91.51,1.25
4492,4492,0,149.12,91.35,1.24
4493,4498,5,148.75,91.18,1.24
4494,4485,-9,148.38,91.02,1.23
4488,4498,10,148.01,90.86,1.23
4484,4495,11,147.65,90.69,1.23
4498,4486,-12,147.28,90.53,1.23
4495,4482,-13,146.92,90.37,1.22
4482,4493,11,146.56,90.21,1.22
4497,4485,-12,146.20,90.05,1.22
4488,4479,-9,145.84,89.89,1.21
4484,4478,-6,145.49,89.73,1.21
4481,4484,3,145.13,89.57,1.21
4479,4477,-2,144.78,89.41,1.20
4484,4483,-1,144.43,89.25,1.20
4485,4485,0,144.08,89.09,1.20
4493,4491,-2,143.73,88.93,1.19
4496,4490,-6,143.39,88.77,1.19
4487,4497,10,143.04,88.61,1.19
4494,4486,-8,142.70,88.45,1.18
4485,4495,10,142.36,88.29,1.18
4482,4493,11,142.02,88.13,1.18
4491,4484,-7,141.68,87.97,1.17
4482,4491,9,141.34,87.82,1.17
4481,4492,11,141.01,87.66,1.17
4481,4491,10,140.68,87.50,1.16
4476,4488,12,140.35,87.34,1.16
5864,5877,13,139.95,87.10,1.16
4495,4486,-9,139.63,86.94,1.16
4482,4491,9,139.30,86.79,1.15
4476,4488,12,138.97,86.63,1.15
4480,4483,3,138.65,86.48,1.15
4483,4485,2,138.33,86.33,1.14
4491,4489,-2,138.01,86.17,1.14
4480,5871,33,137.69,85.94,1.14
5881,4492,-51,137.31,85.78,1.15
4853,5864,33,136.97,85.55,1.15
4491,5886,33,136.65,85.32,1.15
5867,4486,-51,136.28,85.17,1.15
4488,4479,-9,135.97,85.02,1.15
5747,4488,-51,135.60,84.87,1.15
4932,5866,33,135.27,84.64,1.16
6057,6216,33,134.90,84.42,1.16
5885,4494,-51,134.54,84.27,1.16
6524,6323,-51,134.19,84.06,1.17
4492,4477,-15,133.89,83.91,1.16
4479,4487,8,133.59,83.77,1.16
4484,4481,-3,133.29,83.62,1.16
4502,4485,-17,132.99,83.48,1.15
4485,4487,2,132.70,83.33,1.15
4492,4492,0,132.40,83.19,1.15
4494,4495,1,132.11,83.04,1.15
4491,4500,9,131.81,82.90,1.14
4488,4495,7,131.52,82.75,1.14
4479,4491,12,131.23,82.61,1.14
4477,4486,9,130.94,82.47,1.13
4485,4484,-1,130.65,82.32,1.13
4488,4490,2,130.37,82.18,1.13
4492,4493,1,130.08,82.04,1.13
4490,4498,8,129.80,81.90,1.12
4495,4485,-10,129.51,81.76,1.12
4481,4491,10,129.23,81.62,1.12
4485,4475,-10,128.95,81.48,1.12
4482,4483,1,128.67,81.34,1.11
4489,4489,0,128.39,81.20,1.11
4494,4494,0,128.11,81.06,1.11
4497,4491,-6,127.84,80.92,1.10
4495,4488,-7,127.56,80.78,1.10
4491,4480,-11,127.29,80.64,1.10
4486,4478,-8,127.01,80.50,1.10
4482,4481,-1,126.74,80.36,1.09
4488,4485,-3,126.47,80.23,1.09
4492,4492,0,126.20,80.09,1.09
4489,4492,3,125.93,79.95,1.09
6264,4531,-51,125.63,79.81,1.09
6166,6196,30,125.32,79.62,1.09
4495,4492,-3,125.06,79.49,1.09
4486,4484,-2,124.79,79.35,1.08
4493,4491,-2,124.53,79.22,1.08
4500,4494,-6,124.27,79.08,1.08
4502,4492,-10,124.01,78.95,1.08
4485,4497,12,123.75,78.81,1.08
4477,4491,14,123.49,78.68,1.07
4490,4478,-12,123.23,78.55,1.07
4485,4478,-7,122.98,78.41,1.07
6293,4487,-51,122.69,78.28,1.07
4488,4487,-1,122.43,78.15,1.07
4493,4493,0,122.18,78.02,1.07
4500,4491,-9,121.93,77.89,1.07
4485,4497,12,121.68,77.75,1.06
4495,4479,-16,121.43,77.62,1.06
4477,4488,11,121.18,77.49,1.06
6286,6289,3,120.90,77.32,1.06
4484,4479,-5,120.65,77.19,1.05
4481,4484,3,120.41,77.07,1.05
4489,4490,1,120.16,76.94,1.05
4494,4496,2,119.92,76.81,1.05
4513,4491,-22,119.67,76.68,1.05
4498,4486,-12,119.43,76.55,1.04
4480,4491,11,119.19,76.42,1.04
4486,4479,-7,118.95,76.30,1.04
4478,4488,10,118.71,76.17,1.04
4483,4483,0,118.48,76.04,1.03
4488,4486,-2,118.24,75.92,1.03
4485,4482,-3,118.00,75.79,1.03
4486,4484,-2,117.77,75.67,1.03
4487,4487,0,117.53,75.54,1.03
4493,4494,1,117.30,75.42,1.02
4498,4493,-5,117.07,75.29,1.02
4502,4489,-13,116.83,75.17,1.02
4495,4480,-15,116.60,75.04,1.02
4496,4481,-15,116.37,74.92,1.01
4479,4490,11,116.14,74.80,1.01
4484,4482,-2,115.92,74.68,1.01
4485,4485,0,115.69,74.55,1.01
4491,4489,-2,115.46,74.43,1.01
4497,4492,-5,115.24,74.31,1.00
4493,4500,7,115.01,74.19,1.00
4498,4488,-10,114.79,74.07,1.00
4493,4482,-11,114.56,73.94,1.00
4478,4490,12,114.34,73.82,1.00
4483,4480,-3,114.12,73.70,0.99
4488,4485,-3,113.90,73.58,0.99
4493,4492,-1,113.68,73.46,0.99
4495,4494,-1,113.46,73.34,0.99
4496,4497,1,113.24,73.22,0.99
4500,4489,-11,113.03,73.11,0.98
4483,4496,13,112.81,72.99,0.98
4478,4490,12,112.60,72.87,0.98
4479,4484,5,112.38,72.75,0.98
4486,4488,2,112.17,72.63,0.98
4489,4489,0,111.95,72.52,0.97
4497,4494,-3,111.74,72.40,0.97
4488,4502,14,111.53,72.28,0.97
4484,4495,11,111.32,72.16,0.97
4490,4477,-13,111.11,72.05,0.97
4486,4477,-9,110.90,71.93,0.96
4484,4484,0,110.69,71.82,0.96
4488,4489,1,110.48,71.70,0.96
4487,4487,0,110.28,71.59,0.96
4494,4491,-3,110.07,71.47,0.96
4493,4499,6,109.86,71.36,0.95
4500,4485,-15,109.66,71.25,0.95
4492,4483,-9,109.45,71.13,0.95
4487,4477,-10,109.25,71.02,0.95
4479,4483,4,109.05,70.91,0.95
4486,4487,1,108.85,70.80,0.95
4492,4495,3,108.65,70.68,0.94
4491,4497,6,108.45,70.57,0.94
4486,4500,14,108.25,70.46,0.94
4483,4497,14,108.05,70.35,0.94
4479,4489,10,107.85,70.23,0.94
4493,4496,3,107.65,70.12,0.94
4488,4500,12,107.45,70.01,0.93
4495,4483,-12,107.26,69.90,0.93
4490,4480,-10,107.06,69.79,0.93
4478,4485,7,106.87,69.68,0.93
4484,4483,-1,106.67,69.57,0.93
4491,4492,1,106.48,69.47,0.92
4495,4496,1,106.29,69.36,0.92
4487,4501,14,106.10,69.25,0.92
4497,4482,-15,105.90,69.14,0.92
4492,4478,-14,105.71,69.03,0.92
4478,4486,8,105.52,68.92,0.92
4484,4482,-2,105.33,68.82,0.91
4489,4489,0,105.15,68.71,0.91
4494,4493,-1,104.96,68.60,0.91
4500,4491,-9,104.77,68.50,0.91
4485,4500,15,104.58,68.39,0.91
4482,4492,10,104.40,68.28,0.91
4487,4475,-12,104.21,68.18,0.91
4482,4482,0,104.03,68.07,0.90
4487,4487,0,103.84,67.97,0.90
4483,4485,2,103.66,67.87,0.90
4490,4490,0,103.48,67.76,0.90
4494,4498,4,103.30,67.66,0.90
6702,4496,-51,103.12,67.55,0.90
4503,6144,33,102.93,67.43,0.90
4477,4487,10,102.75,67.33,0.90
4483,4478,-5,102.57,67.23,0.90
4486,4486,0,102.40,67.12,0.90
4492,4493,1,102.22,67.02,0.89
4492,4500,8,102.04,66.92,0.89
4485,4486,1,101.86,66.82,0.89
4491,4489,-2,101.69,66.71,0.89
4493,4495,2,101.51,66.61,0.89
4501,4491,-10,101.33,66.51,0.89
4483,4498,15,101.16,66.41,0.88
4489,4479,-10,100.99,66.31,0.88
4476,4485,9,100.81,66.21,0.88
4483,4483,0,100.64,66.11,0.88
4487,4488,1,100.47,66.01,0.88
4491,4495,4,100.29,65.91,0.88
4502,4492,-10,100.12,65.81,0.87
4486,4500,14,99.95,65.71,0.87
4492,4500,8,99.78,65.62,0.87
4499,4486,-13,99.61,65.52,0.87
4493,4480,-13,99.44,65.42,0.87
4489,4479,-10,99.27,65.32,0.87
4485,4480,-5,99.11,65.23,0.87
4488,4489,1,98.94,65.13,0.86
4493,4492,-1,98.77,65.03,0.86
4500,4492,-8,98.61,64.93,0.86
4497,4487,-10,98.44,64.84,0.86
4501,4484,-17,98.27,64.74,0.86
4483,4495,12,98.11,64.65,0.86
4487,4478,-9,97.95,64.55,0.86
6059,4480,-51,97.77,64.46,0.86
4494,4479,-15,97.61,64.36,0.86
4489,4478,-11,97.44,64.27,0.86
4484,4480,-4,97.28,64.17,0.86
4486,4485,-1,97.12,64.08,0.85
4492,4491,-1,96.96,63.98,0.85
4493,4497,4,96.80,63.89,0.85
4501,4487,-14,96.64,63.80,0.85
4481,4497,16,96.48,63.70,0.85
4478,4488,10,96.32,63.61,0.85
4487,4478,-9,96.16,63.52,0.85
4484,4487,3,96.01,63.42,0.84
4491,4490,-1,95.85,63.33,0.84
4495,4497,2,95.69,63.24,0.84
4488,4501,13,95.54,63.15,0.84
4484,4496,12,95.38,63.06,0.84
4480,4491,11,95.23,62.96,0.84
4478,4487,9,95.07,62.87,0.84
4483,4486,3,94.92,62.78,0.84
4489,4490,1,94.76,62.69,0.83
4493,4499,6,94.61,62.60,0.83
4491,4606,33,94.46,62.50,0.83
6561,4489,-51,94.31,62.41,0.84
4484,4486,2,94.16,62.32,0.83
4488,4491,3,94.01,62.24,0.83
4496,4493,-3,93.86,62.15,0.83
4490,4502,12,93.71,62.06,0.83
4483,4496,13,93.56,61.97,0.83
4479,4493,14,93.41,61.88,0.83
4487,4476,-11,93.26,61.79,0.83
11747,6567,-51,93.75,61.72,0.83
4489,4476,-13,93.60,61.63,0.83
4482,4485,3,93.45,61.54,0.83
4487,4487,0,93.30,61.45,0.83
4493,4496,3,93.16,61.37,0.83
4501,4492,-9,93.01,61.28,0.82
4498,4485,-13,92.86,61.19,0.82
4479,4493,14,92.72,61.11,0.82
4488,4477,-11,92.57,61.02,0.82
4485,4483,-2,92.43,60.94,0.82
4491,4488,-3,92.28,60.85,0.82
4596,4492,-51,92.13,60.76,0.82
4491,4498,7,91.99,60.68,0.82
4501,4488,-13,91.85,60.59,0.82
4494,6568,33,91.70,60.52,0.82
4491,4492,1,91.56,60.44,0.82
4494,4498,4,91.42,60.35,0.82
4488,4502,14,91.28,60.27,0.82
4488,4502,14,91.14,60.19,0.81
4496,4482,-14,91.00,60.10,0.81
4497,4484,-13,90.85,60.02,0.81
4493,4479,-14,90.71,59.94,0.81
4478,4484,6,90.58,59.85,0.81
4486,4477,-9,90.44,59.77,0.81
4484,4480,-4,90.30,59.69,0.81
4488,4488,0,90.16,59.61,0.81
4496,4495,-1,90.02,59.52,0.80
4501,4494,-7,89.88,59.44,0.80
4485,4499,14,89.75,59.36,0.80
4496,4481,-15,89.61,59.28,0.80
4582,4667,33,89.47,59.19,0.80
4659,4487,-51,89.33,59.11,0.80
4481,4483,2,89.20,59.03,0.80
4489,4578,33,89.06,58.95,0.80
4481,4480,-1,88.93,58.87,0.80
4487,4489,2,88.79,58.79,0.80
4489,4491,2,88.66,58.71,0.80
4615,4493,-51,88.52,58.63,0.80
4605,4498,-51,88.39,58.55,0.81
4493,4601,33,88.26,58.46,0.81
4499,4488,-11,88.12,58.38,0.81
4689,4499,-51,87.99,58.30,0.81
4496,4484,-12,87.86,58.22,0.81
4477,4489,12,87.73,58.15,0.81
4481,4492,11,87.60,58.07,0.80
4746,4578,-51,87.46,57.99,0.81
4592,4485,-51,87.33,57.91,0.81
4484,4477,-7,87.20,57.83,0.81
4684,4484,-51,87.06,57.75,0.81
4492,4487,-5,86.94,57.68,0.81
4492,4494,2,86.81,57.60,0.81
4489,4501,12,86.68,57.52,0.81
4496,4489,-7,86.55,57.44,0.81
4485,4690,33,86.42,57.36,0.81
4495,4485,-10,86.30,57.28,0.81
4476,4492,16,86.17,57.21,0.81
4478,4487,9,86.05,57.13,0.80
4483,4483,0,85.92,57.06,0.80
4494,4488,-6,85.80,56.98,0.80
4494,4499,5,85.67,56.90,0.80
4491,4503,12,85.55,56.83,0.80
4485,4499,14,85.42,56.75,0.80
4480,4493,13,85.30,56.68,0.80
4480,4489,9,85.18,56.60,0.80
4483,4482,-1,85.05,56.53,0.80
4489,4488,-1,84.93,56.46,0.79
4493,4497,4,84.81,56.38,0.79
4492,4501,9,84.68,56.31,0.79
4486,4499,13,84.56,56.23,0.79
4479,4492,13,84.44,56.16,0.79
4476,4487,11,84.32,56.08,0.79
4481,4483,2,84.20,56.01,0.79
4487,4490,3,84.08,55.94,0.79
4494,4493,-1,83.96,55.87,0.79
4500,4492,-8,83.84,55.79,0.78
4499,4485,-14,83.72,55.72,0.78
4492,4483,-9,83.60,55.65,0.78
4477,4491,14,83.48,55.58,0.78
4482,4481,-1,83.37,55.50,0.78
4491,4487,-4,83.25,55.43,0.78
4493,4492,-1,83.13,55.36,0.78
4493,4498,5,83.01,55.29,0.78
4500,4488,-12,82.90,55.22,0.78
4493,4481,-12,82.78,55.15,0.77
4490,4476,-14,82.66,55.08,0.77
4484,4482,-2,82.55,55.01,0.77
4486,4484,-2,82.43,54.94,0.77
4491,4491,0,82.32,54.86,0.77
4493,4495,2,82.20,54.79,0.77
4488,4504,16,82.09,54.72,0.77
4497,4485,-12,81.97,54.65,0.77
4490,4477,-13,81.86,54.58,0.77
4487,4479,-8,81.74,54.51,0.77
4483,4483,0,81.63,54.45,0.76
4490,4489,-1,81.52,54.38,0.76
4494,4495,1,81.40,54.31,0.76
4490,4501,11,81.29,54.24,0.76
4502,4484,-18,81.18,54.17,0.76
4481,4493,12,81.07,54.10,0.76
4475,4490,15,80.96,54.03,0.76
4477,4486,9,80.84,53.96,0.76
4485,4661,33,80.73,53.89,0.76
4490,4492,2,80.62,53.82,0.76
4494,4495,1,80.51,53.75,0.76
4491,4500,9,80.40,53.69,0.75
4487,4496,9,80.29,53.62,0.75
4742,4489,-51,80.18,53.55,0.76
6145,6178,33,80.07,53.49,0.76
4491,6152,33,79.96,53.43,0.76
4492,4491,-1,79.85,53.36,0.76
4497,4495,-2,79.74,53.29,0.76
4486,4502,16,79.63,53.23,0.75
6151,6143,-8,79.53,53.16,0.75
4501,4488,-13,79.42,53.10,0.75
4492,4491,-1,79.31,53.03,0.75
4479,4485,6,79.20,52.97,0.75
4481,4482,1,79.10,52.90,0.75
